"plan_id","name","edu_section_binary","edu_section_detail","edu_strategy","edu_what","edu_target_audience","edu_content_type","edu_topic","edu_staff_binary","edu_staff_detail","edu_funding_binary","edu_funding_detail","edu_outcome_binary","edu_outcome_detail","edu_indicator_binary","edu_indicator_detail","obs_id"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Participating in Special Events","Park administration presentations in science forums","Park administration; Government officials; Organizations as potential collaborators","Development; Implementation","EE",1,"FKNMS Staff",1,"USD$485,000 5-year cost",1,"The purpose of this strategy is to organize, support, and/or participate in special events (e.g., trade shows, expositions, etc.) that allow for the exchange of Sanctuary information.",0,"N/A","417"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Printed Product Development and Distribution","Media marketing and science communication","Visitors; Local residents; General public; Organizations as potential collaborators; Government officials; Local tourism operators","Development; Implementation","Not directly stated",1,"FKNMS Staff",1,"USD$1,130,000 5-year cost",1,"Printed products will be developed based on a needs assessment designed to define audiences, develop messages, designate the most appropriate tool, and identify the best means of distribution.",1,"Information is regularly reviewed, updated, refined and reprinted as needed.","418"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Continued Distribution of Audio-Visual Materials","Media marketing and science communication","Visitors","Development; Implementation","EE",1,"FKNMS Staff",1,"USD$10,000 5-year cost",1,"Maintain the Audio-Visual Library.",0,"N/A","419"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Continue Development of Signs, Displays, Exhibits and Visitor Centers","Improve visitor infrastructure","Visitors; Local residents","Development; Implementation; Evaluation","EE",1,"FKNMS Staff in coordination with other agencies",1,"USD$1,165,000 5-year cost",1,"The displays inform participants in water-based activities about regulations and environmentally sound practices, provide navigation information, and promote awareness of nearby sensitive areas.",1,"Existing displays are updated regularly.","420"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Applying Various Technologies","Media marketing and science communication","Visitors; Local residents; Fishers; Local tourism operators; General public","Development; Implementation","Not directly stated",1,"FKNMS Staff",1,"USD$35,000 5-year cost",1,"As new technologies are developed, they are reviewed, evaluated, and implemented into FKNMS programs and products as appropriate.",0,"N/A","421"
79,"Florida Keys National Marine Sanctuary",1,"3.2 EDUCATION, OUTREACH, & STEWARDSHIP","Professional Development of Education and Outreach Staff","Park staff leadership development, training, and/or expansion","Park administration","Development; Implementation; Evaluation","EE",1,"FKNMS Staff",1,"USD$40,000 5-year cost",1,"Conferences and workshops provide opportunities for FKNMS to reach out to the education community and have introduced Sanctuary educators to highly effective means of program evaluation and implementation.",1,"Sanctuary educators continue to represent FKNMS annually at one national (or regional) professional conference and one state professional conference or program.","422"
80,"He'ia National Estuarine Research Reserve (Moku-o-loe Island - Coconut Island)",1,"4.2 Education Program","Enhance the capacity and skills of teachers and students to understand and use reserve system data and information for inquiry-based learning.","School presentations and/or workshops","Schools, students, and educators; Organizations as potential collaborators; Scientists","Development; Implementation","EE",1,"Stewardship and Cultural Resources Coordinator",0,"Not specified",1,"Education and interpretation incorporate science-based content into a range of programs and methodologies that are systematically tailored to key audiences around priority coastal resource issues.",1,"Reserves conduct formal and informal education activities, as well as outreach activities that target culturally diverse audiences of educators and students, environmental professionals, resource users, and the general public.","423"
80,"He'ia National Estuarine Research Reserve (Moku-o-loe Island - Coconut Island)",1,"4.2 Education Program","Increase estuary literacy and promote active stewardship among public audiences through the development and delivery of tools and programs addressing climate change, habitat protection, and water quality.","Community presentations and/or workshops","General public; Local residents; Schools, students, and educators","Development; Implementation","EE",1,"Stewardship and Cultural Resources Coordinator",0,"Not specified",1,"Education and interpretation incorporate science-based content into a range of programs and methodologies that are systematically tailored to key audiences around priority coastal resource issues.",0,"N/A","424"
80,"He'ia National Estuarine Research Reserve (Moku-o-loe Island - Coconut Island)",1,"4.2 Education Program","Increase student, educator, and community understanding of estuaries in general and in particular Hawaiian estuaries, coastal habitats, and the ahupua‘a land management system.","School presentations and/or workshops","Local residents; Schools, students, and educators","Development; Implementation","EE",1,"Stewardship and Cultural Resources Coordinator",0,"Not specified",1,"Over the next 5 years, the He‘eia NERR Education Coordinator will develop an education, training, and interpretation program in He‘eia that will integrate and build on various ongoing academic and community-based educational programs in He‘eia, to meet the following goal and objectives.",1,"At least 50% of students and teachers participating in He‘eia NERR educational programs demonstrate improved understanding of traditional Hawaiian culture, among other indicators.","425"
80,"He'ia National Estuarine Research Reserve (Moku-o-loe Island - Coconut Island)",1,"4.2 Education Program","Provide a comprehensive framework to integrate and enhance coordination and effectiveness of place-based education and training programs that have been initiated independently by the He‘eia community.","Collaborate with Indigenous communities to conserve","Local residents; Schools, students, and educators; Organizations as potential collaborators; Scientists; Government officials","Development; Implementation","Other",1,"Stewardship and Cultural Resources Coordinator",0,"Not specified",1,"Over the next 5 years, the He‘eia NERR Education Coordinator will develop an education, training, and interpretation program in He‘eia that will integrate and build on various ongoing academic and community-based educational programs in He‘eia, to meet the following goal and objectives.",1,"A pilot He‘eia NERR education program addresses state educational standards and is aligned with the K-12 curriculum for one elementary and one secondary grade band.","426"
81,"Molokini Shoal",1,"Lack of Awareness","Finalize user-friendly materials with basic knowledge which includes pertinent rules, reef etiquette, human etiquette and natural & cultural history (in progress).","Media marketing and science communication","Local tourism operators; Visitors","Development; Implementation","EE and compliance",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","427"
81,"Molokini Shoal",1,"Lack of Awareness","Finalize a briefing protocol & naturalist certification curriculum for staff training.","Park staff leadership development, training, and/or expansion","Park administration; Local tourism operators; Visitors","Development; Implementation","EE",0,"N/A",0,"Not specified",0,"N/A",0,"N/A","428"
